generation,best_fitness,average_fitness,std_dev_fitness,mutation_rate,mutation_strength,best_weight_0,best_weight_1,best_weight_2,best_weight_3,best_weight_4,best_weight_5,best_weight_6
22,2912.00,2196.28,934.48,0.0400,0.0900,-0.13079158134536775,0.017707673562307374,-0.13045749405202245,0.5240275083255854,0.5149071852036656,0.40385754324731166,-0.15388830103309697
23,2912.00,2138.41,973.08,0.0550,0.1050,-0.13079158134536775,0.017707673562307374,-0.13045749405202245,0.5240275083255854,0.5149071852036656,0.40385754324731166,-0.15388830103309697
24,2912.00,1966.77,995.43,0.0700,0.1200,-0.13079158134536775,0.017707673562307374,-0.13045749405202245,0.5240275083255854,0.5149071852036656,0.40385754324731166,-0.15388830103309697
25,2912.00,1939.56,1003.37,0.0850,0.1350,-0.13079158134536775,0.017707673562307374,-0.13045749405202245,0.5240275083255854,0.5149071852036656,0.40385754324731166,-0.15388830103309697
26,3161.67,1873.90,974.89,0.1000,0.1500,-0.13079158134536775,0.017707673562307374,-0.13045749405202245,0.5240275083255854,0.5149071852036656,0.4307919701384618,-0.15388830103309697
27,3161.67,1701.02,1015.75,0.0900,0.1400,-0.13079158134536775,0.017707673562307374,-0.13045749405202245,0.5240275083255854,0.5149071852036656,0.4307919701384618,-0.15388830103309697
28,3161.67,1961.40,1036.85,0.0800,0.1300,-0.13079158134536775,0.017707673562307374,-0.13045749405202245,0.5240275083255854,0.5149071852036656,0.4307919701384618,-0.15388830103309697
29,3161.67,1899.67,1130.70,0.0700,0.1200,-0.13079158134536775,0.017707673562307374,-0.13045749405202245,0.5240275083255854,0.5149071852036656,0.4307919701384618,-0.15388830103309697
30,3161.67,2528.30,1032.17,0.0600,0.1100,-0.13079158134536775,0.017707673562307374,-0.13045749405202245,0.5240275083255854,0.5149071852036656,0.4307919701384618,-0.15388830103309697
31,3161.67,2581.53,999.61,0.0500,0.1000,-0.13079158134536775,0.017707673562307374,-0.13045749405202245,0.5240275083255854,0.5149071852036656,0.4307919701384618,-0.15388830103309697
32,3161.67,2506.50,1035.03,0.0400,0.0900,-0.13079158134536775,0.017707673562307374,-0.13045749405202245,0.5240275083255854,0.5149071852036656,0.4307919701384618,-0.15388830103309697
33,3161.67,2759.33,857.51,0.0300,0.0800,-0.13079158134536775,0.017707673562307374,-0.13045749405202245,0.5240275083255854,0.5149071852036656,0.4307919701384618,-0.15388830103309697
34,3161.67,2920.69,701.17,0.0200,0.0700,-0.13079158134536775,0.017707673562307374,-0.13045749405202245,0.5240275083255854,0.5149071852036656,0.4307919701384618,-0.15388830103309697
35,3161.67,3101.41,366.54,0.0100,0.0600,-0.13079158134536775,0.017707673562307374,-0.13045749405202245,0.5240275083255854,0.5149071852036656,0.4307919701384618,-0.15388830103309697
36,3161.67,2954.49,649.50,0.0100,0.0500,-0.13079158134536775,0.017707673562307374,-0.13045749405202245,0.5240275083255854,0.5149071852036656,0.4307919701384618,-0.15388830103309697
37,3161.67,2968.01,633.13,0.0100,0.0400,-0.13079158134536775,0.017707673562307374,-0.13045749405202245,0.5240275083255854,0.5149071852036656,0.4307919701384618,-0.15388830103309697
38,3161.67,3059.90,461.47,0.0100,0.0300,-0.13079158134536775,0.017707673562307374,-0.13045749405202245,0.5240275083255854,0.5149071852036656,0.4307919701384618,-0.15388830103309697
39,3161.67,3054.54,485.06,0.0100,0.0200,-0.13079158134536775,0.017707673562307374,-0.13045749405202245,0.5240275083255854,0.5149071852036656,0.4307919701384618,-0.15388830103309697
40,3161.67,3061.11,457.33,0.0100,0.0200,-0.13079158134536775,0.017707673562307374,-0.13045749405202245,0.5240275083255854,0.5149071852036656,0.4307919701384618,-0.15388830103309697
41,3161.67,3048.16,514.65,0.0100,0.0200,-0.13079158134536775,0.017707673562307374,-0.13045749405202245,0.5240275083255854,0.5149071852036656,0.4307919701384618,-0.15388830103309697
42,3161.67,2670.86,955.45,0.0250,0.0350,-0.13079158134536775,0.017707673562307374,-0.13045749405202245,0.5240275083255854,0.5149071852036656,0.4307919701384618,-0.15388830103309697
43,3161.67,2540.78,1014.33,0.0400,0.0500,-0.13079158134536775,0.017707673562307374,-0.13045749405202245,0.5240275083255854,0.5149071852036656,0.4307919701384618,-0.15388830103309697
44,3161.67,2479.32,1024.76,0.0550,0.0650,-0.13079158134536775,0.017707673562307374,-0.13045749405202245,0.5240275083255854,0.5149071852036656,0.4307919701384618,-0.15388830103309697
45,3161.67,2223.58,1126.66,0.0700,0.0800,-0.13079158134536775,0.017707673562307374,-0.13045749405202245,0.5240275083255854,0.5149071852036656,0.4307919701384618,-0.15388830103309697
46,3161.67,2135.83,1121.83,0.0850,0.0950,-0.13079158134536775,0.017707673562307374,-0.13045749405202245,0.5240275083255854,0.5149071852036656,0.4307919701384618,-0.15388830103309697
47,3161.67,2160.98,1133.52,0.1000,0.1100,-0.13079158134536775,0.017707673562307374,-0.13045749405202245,0.5240275083255854,0.5149071852036656,0.4307919701384618,-0.15388830103309697
48,3161.67,1825.67,1139.80,0.1150,0.1250,-0.13079158134536775,0.017707673562307374,-0.13045749405202245,0.5240275083255854,0.5149071852036656,0.4307919701384618,-0.15388830103309697
49,3161.67,1796.98,1109.66,0.1300,0.1400,-0.13079158134536775,0.017707673562307374,-0.13045749405202245,0.5240275083255854,0.5149071852036656,0.4307919701384618,-0.15388830103309697
50,3161.67,1646.93,1109.25,0.1450,0.1550,-0.13079158134536775,0.017707673562307374,-0.13045749405202245,0.5240275083255854,0.5149071852036656,0.4307919701384618,-0.15388830103309697
51,3161.67,1812.74,1115.78,0.1600,0.1700,-0.13079158134536775,0.017707673562307374,-0.13045749405202245,0.5240275083255854,0.5149071852036656,0.4307919701384618,-0.15388830103309697
52,3161.67,1598.92,1087.55,0.1750,0.1850,-0.13079158134536775,0.017707673562307374,-0.13045749405202245,0.5240275083255854,0.5149071852036656,0.4307919701384618,-0.15388830103309697
53,3161.67,1439.58,1019.21,0.1900,0.2000,-0.13079158134536775,0.017707673562307374,-0.13045749405202245,0.5240275083255854,0.5149071852036656,0.4307919701384618,-0.15388830103309697
54,3161.67,1417.44,1000.20,0.2050,0.2150,-0.13079158134536775,0.017707673562307374,-0.13045749405202245,0.5240275083255854,0.5149071852036656,0.4307919701384618,-0.15388830103309697
55,3161.67,1251.08,904.16,0.2200,0.2300,-0.13079158134536775,0.017707673562307374,-0.13045749405202245,0.5240275083255854,0.5149071852036656,0.4307919701384618,-0.15388830103309697
56,3161.67,1385.62,971.93,0.2350,0.2450,-0.13079158134536775,0.017707673562307374,-0.13045749405202245,0.5240275083255854,0.5149071852036656,0.4307919701384618,-0.15388830103309697
57,3161.67,1361.62,949.62,0.2500,0.2600,-0.13079158134536775,0.017707673562307374,-0.13045749405202245,0.5240275083255854,0.5149071852036656,0.4307919701384618,-0.15388830103309697
58,3161.67,1144.69,908.61,0.2650,0.2750,-0.13079158134536775,0.017707673562307374,-0.13045749405202245,0.5240275083255854,0.5149071852036656,0.4307919701384618,-0.15388830103309697
59,3161.67,1179.72,907.90,0.2800,0.2900,-0.13079158134536775,0.017707673562307374,-0.13045749405202245,0.5240275083255854,0.5149071852036656,0.4307919701384618,-0.15388830103309697
60,3161.67,1242.40,891.80,0.2950,0.3050,-0.13079158134536775,0.017707673562307374,-0.13045749405202245,0.5240275083255854,0.5149071852036656,0.4307919701384618,-0.15388830103309697
61,3161.67,1165.52,894.07,0.3000,0.3200,-0.13079158134536775,0.017707673562307374,-0.13045749405202245,0.5240275083255854,0.5149071852036656,0.4307919701384618,-0.15388830103309697
