generation,best_fitness,average_fitness,std_dev_fitness,mutation_rate,mutation_strength,best_weight_0,best_weight_1,best_weight_2,best_weight_3,best_weight_4,best_weight_5,best_weight_6
1,893.80,176.92,151.24,0.1000,0.2500,-0.8241547806055247,0.1503778871030006,-0.28815950194313733,0.3771312003299321,0.7645269699791988,0.877294650205773,-0.00951102055414399
2,1796.60,627.98,286.59,0.0900,0.2400,-0.29486968506824085,-0.685974011783219,-0.782948023207517,0.5151947733466372,0.9499788128736384,0.303380960704933,-0.3284432037800489
3,1933.40,974.23,328.91,0.0800,0.2300,0.06449130191243702,-0.18932124102585263,-0.20199978589522094,0.6828254022307174,0.6181525089739819,0.5261101606938325,-0.18736023186667458
4,1933.40,1099.49,427.05,0.0700,0.2200,0.06449130191243702,-0.18932124102585263,-0.20199978589522094,0.6828254022307174,0.6181525089739819,0.5261101606938325,-0.18736023186667458
