generation,best_fitness,average_fitness,std_dev_fitness,mutation_rate,mutation_strength,best_weight_0,best_weight_1,best_weight_2,best_weight_3,best_weight_4,best_weight_5,best_weight_6
29,3091.67,1729.38,1092.40,0.1600,0.2200,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.07289414182927982,0.6805508217942603,0.2792394110047593,-0.602452060497558
30,3091.67,1562.63,989.71,0.1750,0.2350,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.07289414182927982,0.6805508217942603,0.2792394110047593,-0.602452060497558
31,3091.67,1443.46,985.00,0.1900,0.2500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.07289414182927982,0.6805508217942603,0.2792394110047593,-0.602452060497558
32,3091.67,1329.08,886.29,0.2050,0.2650,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.07289414182927982,0.6805508217942603,0.2792394110047593,-0.602452060497558
33,3418.67,1400.42,929.07,0.2200,0.2800,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.07289414182927982,0.6236676673345299,0.2792394110047593,-0.602452060497558
34,3418.67,1309.69,913.50,0.2100,0.2700,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.07289414182927982,0.6236676673345299,0.2792394110047593,-0.602452060497558
35,3418.67,1397.58,945.14,0.2000,0.2600,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.07289414182927982,0.6236676673345299,0.2792394110047593,-0.602452060497558
36,3418.67,1353.18,966.25,0.1900,0.2500,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.07289414182927982,0.6236676673345299,0.2792394110047593,-0.602452060497558
37,3418.67,1610.71,984.51,0.1800,0.2400,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.07289414182927982,0.6236676673345299,0.2792394110047593,-0.602452060497558
38,3418.67,1363.28,935.19,0.1700,0.2300,-0.016370804477582705,-0.1179545787429766,-0.06427325720432413,0.07289414182927982,0.6236676673345299,0.2792394110047593,-0.602452060497558
